Probe_ID,beta_diff,adj.P.Val,t,gene,feat.cgi,chr,coord,is_candidate
cg27434509,0.411139713,1.35E-12,8.133995959,EVC2,5'UTR-island,4,5710337,FALSE
cg26115633,0.410748132,2.72E-15,9.15117825,FOXI2,1stExon-island,10,129535893,FALSE
cg07104706,0.408865421,5.96E-11,7.476139157,SLITRK1,1stExon-shelf,13,84456127,TRUE
cg08146323,0.406950322,1.23E-16,9.630794141,ZNF835,Body-island,19,57183118,FALSE
cg07682600,0.406292463,5.00E-15,9.053916796,FLT4,Body-island,5,180076168,TRUE
cg09077096,-0.405030073,1.95E-10,-7.262867493,CARD11,5'UTR-opensea,7,3033798,TRUE
cg07113642,0.40489905,1.33E-12,8.136796641,CPXM1,5'UTR-island,20,2781262,TRUE
cg04415176,0.404685673,1.05E-15,9.297299004,HOXD13,1stExon-island,2,176957842,TRUE
cg07860213,0.403637661,2.92E-16,9.498589661,PRDM14,Body-island,8,70982039,TRUE
cg08272731,0.402537847,5.52E-15,9.039140454,LHX8,Body-island,1,75602167,FALSE
cg24613080,0.401960873,7.17E-20,10.7617814,ACCN1,TSS1500-island,17,32484035,FALSE
cg11294513,0.401717223,2.17E-13,8.441064713,ZNF154,Body-island,19,58220295,TRUE
cg09907509,0.400054575,2.21E-18,10.23163725,C13orf36,5'UTR-island,13,37248244,FALSE
cg03502002,0.399991589,3.82E-13,8.345171519,GALR1,1stExon-island,18,74962133,TRUE
cg14699728,0.399008195,7.14E-15,8.997902299,NPAS4,5'UTR-island,11,66188522,FALSE
cg11201447,-0.399005794,9.78E-10,-6.9653403,MIR1204,TSS200-shore,8,128808063,TRUE
cg27260772,0.398292368,7.57E-12,7.841644097,TFAP2B,Body-island,6,50791202,TRUE
cg14587524,0.397430268,3.37E-15,9.116578348,ZNF781,TSS200-island,19,38183262,FALSE
cg12492380,-0.396263945,4.06E-12,-7.948633592,MYH16,Body-opensea,7,98872169,FALSE
cg07920503,0.396073916,1.09E-07,6.037440653,FAM123A,1stExon-island,13,25745406,FALSE
cg06215569,0.395523608,1.61E-11,7.7084613,ALX3,Body-island,1,110611465,TRUE
cg11215976,0.395451428,3.64E-11,7.564051631,ACTN2,1stExon-island,1,236849942,TRUE
cg14696396,0.395440873,3.30E-14,8.751754182,TM6SF1,1stExon-island,15,83776446,FALSE
cg14416371,0.394820851,1.15E-10,7.359731061,MIR129-2,TSS200-island,11,43602847,TRUE
cg06274159,0.394258008,3.31E-09,6.735713538,ZFP42,TSS200-island,4,188916867,TRUE
cg05088820,-0.393643285,1.29E-10,-7.33850573,ASAP2,Body-opensea,2,9375605,TRUE
cg18442362,-0.393588095,1.56E-12,-8.111097893,OGDH,Body-opensea,7,44677772,TRUE
cg09159452,-0.393486583,1.14E-11,-7.770041151,IQCE,Body-opensea,7,2609861,FALSE
cg03352106,0.393458686,6.36E-16,9.38195749,KCNJ8,Body-opensea,12,21926476,TRUE
cg24067911,-0.392881678,4.03E-14,-8.718471723,ATXN1,5'UTR-opensea,6,16729610,TRUE
cg18897632,0.392814378,3.34E-12,7.982497565,SOX11,3'UTR-island,2,5836231,TRUE
cg21402921,0.391456199,2.31E-10,7.231948026,GABRA5,1stExon-island,15,27112305,TRUE
cg02954562,-0.39081292,3.66E-17,-9.817184949,IFFO1,Body-island,12,6649806,FALSE
cg05983315,0.390715782,3.00E-14,8.766244109,ZSCAN1,5'UTR-island,19,58545837,FALSE
cg12040830,0.390396593,2.08E-12,8.063763115,NCAM1,Body-island,11,112833773,TRUE
cg25307168,0.390213332,1.15E-17,9.989935444,SLC32A1,TSS200-island,20,37353035,TRUE
cg27515369,0.3900065,5.11E-07,5.708306852,SPSB4,TSS200-island,3,140770599,FALSE
cg20765408,-0.389177831,1.51E-10,-7.309515718,PARP4,5'UTR-shore,13,25085669,TRUE
cg06457736,-0.387822959,8.09E-09,-6.561221896,HRH1,TSS200-opensea,3,11178683,TRUE
cg09578475,0.387797273,1.61E-14,8.868718935,ZNF177,TSS200-island,19,9473688,FALSE
cg17371081,0.387498693,1.10E-07,6.03626546,NELL1,TSS200-island,11,20690957,TRUE
cg09624466,0.387089645,3.81E-11,7.55560937,OTX2OS1,TSS1500-island,14,57278710,FALSE
cg21708130,-0.386544658,1.45E-14,-8.885925279,LRRFIP1,Body-shelf,2,238596537,TRUE
cg11546137,0.386471365,1.29E-18,10.31374205,HOXD11,1stExon-shore,2,176972563,TRUE
cg06613738,-0.385410399,5.95E-11,-7.476430711,C16orf45,Body-opensea,16,15596423,FALSE
cg13860281,-0.385079298,4.61E-16,-9.42793759,VOPP1,Body-shore,7,55638724,TRUE
cg06906472,0.384351372,2.87E-13,8.394554162,ST6GAL2,TSS200-island,2,107502801,FALSE
cg13495205,0.383716491,1.89E-12,8.079246706,AJAP1,TSS1500-island,1,4714033,TRUE
cg01649611,-0.383486549,1.08E-12,-8.172963294,THADA,Body-opensea,2,43521066,TRUE
cg18856581,0.38325662,4.92E-10,7.093386144,MDGA2,TSS1500-island,14,48145000,TRUE
cg12161228,0.383180335,9.07E-13,8.202410337,NOX4,1stExon-island,11,89224506,TRUE
cg05057720,0.382113413,3.04E-12,7.998788021,CLEC14A,1stExon-island,14,38724675,TRUE
cg03851835,-0.381015455,2.78E-12,-8.01550471,SLC35F2,Body-opensea,11,107711742,TRUE
cg00334063,0.380784745,2.39E-13,8.424580547,ZIC4,3'UTR-shelf,3,147106010,TRUE
cg15874092,0.380694289,2.58E-13,8.411375559,CDH4,Body-island,20,59827921,TRUE
cg25856090,-0.380323192,3.95E-11,-7.549503511,CLCN1,Body-opensea,7,143028708,FALSE
cg17501395,-0.380244795,1.31E-10,-7.335052814,ZC3H12D,TSS200-opensea,6,149806331,TRUE
cg03609960,0.380214331,1.09E-11,7.779008191,ANKS1B,Body-island,12,99288805,TRUE
cg20405017,0.379628977,4.89E-16,9.418432542,CA10,1stExon-island,17,50235393,TRUE
cg12001304,0.379250745,8.27E-10,6.997801716,SPHKAP,Body-shore,2,229045020,TRUE
cg13791254,0.37923224,2.65E-11,7.621187715,FOXE1,1stExon-island,9,100616607,TRUE
cg00446123,-0.3791754,2.47E-11,-7.633720623,LIME1,TSS200-shore,20,62367888,TRUE
cg00397479,0.37852965,3.18E-10,7.173778513,NEU1,TSS1500-shore,6,31831510,TRUE
cg04127342,0.378280929,5.86E-12,7.886249207,PENK,Body-island,8,57358130,TRUE
cg03205584,0.377914532,4.56E-08,6.216485879,SYT1,5'UTR-opensea,12,79258407,TRUE
cg25189564,0.377817057,4.05E-12,7.949225814,VIPR2,TSS1500-island,7,158938051,TRUE
cg24575234,0.377364588,2.21E-12,8.052493361,CHRM2,1stExon-island,7,136553884,FALSE
cg04360793,0.376897596,1.81E-15,9.211507431,ELTD1,5'UTR-island,1,79472361,FALSE
cg21884231,0.376805169,1.36E-13,8.518136407,SLC7A14,5'UTR-island,3,170303721,FALSE
cg14050824,-0.376694546,2.23E-11,-7.651880756,EHMT1,Body-shore,9,140683797,TRUE
cg14384532,0.376469776,1.69E-13,8.482754644,NTRK3,TSS1500-island,15,88800624,TRUE
cg19090437,-0.376333906,4.81E-16,-9.421334832,TBC1D1,Body-opensea,4,38080799,TRUE
cg01484075,-0.376050558,1.22E-11,-7.758394469,GLI2,Body-opensea,2,121670634,TRUE
cg13755795,0.375878963,8.73E-14,8.591296614,SALL1,TSS1500-island,16,51185772,TRUE
cg03530754,0.375686599,5.83E-14,8.659876993,TMEM132C,TSS1500-island,12,128751460,FALSE
cg01893212,0.375117112,7.65E-10,7.012745856,VWC2,TSS200-island,7,49813088,FALSE
cg09524907,0.375070109,1.36E-09,6.904482071,XKR4,TSS1500-island,8,56014406,FALSE
cg24190603,0.374987035,1.34E-09,6.906768573,SNAP91,Body-island,6,84418433,FALSE
cg27578811,0.374383871,1.14E-12,8.163440591,CPEB1,Body-island,15,83316223,TRUE
cg07792478,0.374082209,4.37E-13,8.322252347,MIR124-2,TSS1500-island,8,65290484,TRUE
cg08900316,-0.373985233,4.40E-11,-7.530069063,PRKCE,Body-opensea,2,46301083,TRUE
cg24415208,0.373877352,4.22E-14,8.711350821,CACNG8,1stExon-island,19,54466441,FALSE
cg19163395,-0.37384048,3.72E-21,-11.19103411,HDAC5,Body-opensea,17,42164433,TRUE
cg18722841,0.373602186,7.01E-12,7.855311057,PHOX2A,1stExon-island,11,71954982,TRUE
cg06834177,-0.373552755,7.79E-13,-8.227498176,ACOT7,Body-opensea,1,6333843,TRUE
cg20151476,-0.372718311,1.36E-10,-7.329247313,PSMG3,Body-shelf,7,1607408,FALSE
cg25683325,0.372232702,3.34E-12,7.982596993,CD1D,Body-island,1,158151058,TRUE
cg08747377,0.371971403,4.08E-09,6.695538413,CDH13,1stExon-island,16,82660670,TRUE
cg20443254,0.371868993,7.75E-13,8.228331567,ASCL4,1stExon-island,12,108169020,FALSE
cg09474331,0.37154672,8.54E-10,6.991723274,TTYH1,1stExon-shore,19,54926805,TRUE
cg27028923,0.371312761,2.20E-14,8.81704868,ONECUT3,Body-shore,19,1765764,FALSE
cg03289872,0.370732924,9.87E-12,7.79561827,ZNF667,TSS1500-island,19,56989102,TRUE
cg23290344,0.370105417,1.29E-15,9.265135037,NEFM,TSS1500-island,8,24771466,TRUE
cg10316899,-0.369638197,3.39E-14,-8.747709062,MACF1,Body-opensea,1,39658128,TRUE
cg17526573,0.369557811,3.53E-13,8.35952436,NRXN1,Body-island,2,50574708,TRUE
cg18023283,0.369452267,8.17E-10,7.000112754,SLC6A15,TSS1500-island,12,85306828,FALSE
cg12494529,-0.369438773,4.73E-12,-7.923103748,C10orf110,Body-opensea,10,1082432,FALSE
cg04111789,-0.369306925,1.23E-17,-9.979748441,CCND3,Body-shore,6,41908262,TRUE
cg05835105,0.369303859,2.44E-12,8.036091831,PITX2,Body-island,4,111543401,TRUE
cg22491927,0.369039397,4.10E-12,7.947165234,CACNA1A,5'UTR-island,19,13617091,TRUE
cg25317585,0.369016268,5.12E-11,7.503853318,FGF14,Body-island,13,102568886,FALSE
cg03985727,0.368746574,1.43E-09,6.895282212,MEOX2,TSS1500-opensea,7,15727525,TRUE
cg19922137,0.368603539,1.99E-16,9.556948917,SYT14,1stExon-island,1,210111561,FALSE
cg18229521,0.368591901,1.43E-12,8.125239055,SLC24A4,1stExon-island,14,92790285,FALSE
cg14486338,0.368360712,1.01E-16,9.663561159,KCNS2,Body-island,8,99440279,FALSE
cg00549566,0.367454691,1.54E-08,6.433282624,ELMO1,5'UTR-island,7,37488253,TRUE
cg15454698,-0.367188674,6.11E-11,-7.471745879,SLC6A6,5'UTR-opensea,3,14473580,TRUE
cg19836199,-0.36712132,2.44E-06,-5.356814838,RUNX1,TSS1500-opensea,21,36421941,TRUE
cg03044249,0.366758,9.20E-13,8.200069355,WBSCR17,TSS1500-island,7,70597065,FALSE
cg15564098,0.366410962,1.46E-10,7.31579579,EVX1,TSS1500-shore,7,27281346,TRUE
cg19972648,-0.365876546,3.32E-11,-7.580896566,KCNMA1,Body-opensea,10,79110632,TRUE
cg15768103,0.365703467,2.39E-09,6.797041128,GYPC,Body-island,2,127413936,TRUE
cg24956391,-0.365269896,1.70E-12,-8.096986766,SRC,5'UTR-shore,20,36011999,TRUE
cg06853894,-0.365200459,8.73E-12,-7.817500455,TNFRSF8,3'UTR-opensea,1,12204096,TRUE
cg20266715,-0.365128629,1.90E-13,-8.463565776,CAPN2,TSS1500-opensea,1,223888869,TRUE
cg05209584,0.364665544,3.90E-11,7.551726003,FBN2,1stExon-island,5,127873283,TRUE
cg14205864,-0.364353145,9.49E-12,-7.802889811,PCID2,Body-opensea,13,113841719,FALSE
cg19050555,-0.364214963,1.17E-08,-6.489311484,TUBA1C,Body-shelf,12,49662405,FALSE
cg22488256,0.364137783,7.31E-11,7.439931281,PDE4B,TSS200-shore,1,66258046,TRUE
cg09671258,0.364040665,9.59E-11,7.391652297,LHX4,Body-island,1,180202530,TRUE
cg02579140,-0.364033663,3.37E-07,-5.798864602,PFKP,Body-island,10,3160982,TRUE
cg20970886,-0.363907868,2.39E-12,-8.039402088,C3orf59,Body-opensea,3,192568714,FALSE
cg26365553,-0.36382968,1.22E-12,-8.151569928,MADD,TSS1500-shore,11,47290613,TRUE
cg20377305,0.363662042,1.97E-14,8.835137706,DLX5,Body-island,7,96650668,TRUE
cg07982740,-0.363625253,1.66E-10,-7.292696739,WFDC3,Body-opensea,20,44410114,FALSE
cg03602280,0.363300877,1.17E-11,7.765389827,FAM38B,TSS200-island,18,11148914,FALSE
cg06399302,0.363176368,2.47E-10,7.219355606,CHST8,5'UTR-island,19,34113214,FALSE
cg10300684,0.363120405,5.19E-10,7.08376299,FOXG1,1stExon-shore,14,29236323,TRUE
cg12592365,-0.362968901,7.17E-14,-8.624025303,RPTOR,Body-opensea,17,78765948,TRUE
cg15603568,0.362967785,2.22E-08,6.361045181,GRIA4,5'UTR-island,11,105481283,TRUE
cg07786675,-0.362753113,7.57E-18,-10.05036505,SFN,1stExon-island,1,27189985,TRUE
cg17988310,-0.362605041,1.36E-12,-8.132859268,GRAP2,Body-opensea,22,40355732,TRUE
cg06454760,0.36256051,6.83E-09,6.594177893,ZNF135,TSS200-island,19,58570427,FALSE
cg27618240,0.362296454,1.57E-11,7.713268321,SP8,Body-island,7,20824770,FALSE
cg27360326,0.362280752,1.09E-13,8.554001107,PCDH8,1stExon-island,13,53422691,TRUE
cg06310816,0.362120143,3.17E-09,6.744355605,GLI3,5'UTR-island,7,42267719,TRUE
cg27277463,0.362089659,3.98E-11,7.54772374,FAM19A2,5'UTR-island,12,62585031,FALSE
cg04402007,0.362030844,5.18E-11,7.501618208,UNC5D,Body-island,8,35093901,TRUE
cg24965479,-0.361950618,1.73E-12,-8.094571983,BCAS3,Body-opensea,17,59216714,TRUE
cg17583957,-0.361887671,9.09E-11,-7.401103087,MAP2K6,Body-opensea,17,67536299,TRUE
cg11657808,0.361758817,2.18E-10,7.242276313,RYR2,Body-island,1,237205950,TRUE
cg01425762,-0.36170787,7.03E-14,-8.628044991,CMIP,Body-opensea,16,81666633,TRUE
cg05574870,-0.361353412,1.34E-09,-6.906959623,ZBTB7A,Body-island,19,4054124,TRUE
cg23596233,0.361280097,3.76E-08,6.25516099,B3GAT1,5'UTR-island,11,134281663,TRUE
cg17059658,0.361252141,2.65E-12,8.023059186,ADCYAP1,5'UTR-island,18,905101,TRUE
cg03532926,0.361103677,1.77E-13,8.475452682,DPP6,Body-island,7,153584839,TRUE
cg12406559,-0.36100712,1.04E-10,-7.376428465,ZNF532,1stExon-shore,18,56530302,TRUE
cg00044372,-0.360609082,4.76E-11,-7.51652511,KIAA0513,5'UTR-opensea,16,85070825,TRUE
cg14140118,-0.360427755,2.21E-12,-8.052722606,EXPH5,TSS200-opensea,11,108423031,FALSE
cg10087036,-0.360000684,6.69E-09,-6.598017051,ITPRIPL2,1stExon-shelf,16,19130461,FALSE
cg24036791,-0.359990317,1.56E-11,-7.713386805,GALNTL4,Body-opensea,11,11606082,FALSE
cg19741167,0.359879308,8.21E-11,7.418836497,POLR1A,Body-opensea,2,86263270,FALSE
cg04557544,0.359229228,4.01E-13,8.336978924,SHISA9,1stExon-island,16,12996046,FALSE
cg14189116,-0.35914371,2.96E-10,-7.187042633,CAPRIN2,Body-opensea,12,30878975,TRUE
cg09053680,0.358976329,1.34E-10,7.33085668,UTF1,1stExon-island,10,135044114,TRUE
cg01616225,-0.358905061,6.54E-17,-9.731333459,GPR56,TSS200-opensea,16,57662347,FALSE
cg27200446,0.358659904,6.45E-12,7.869602376,MDFI,5'UTR-island,6,41606439,TRUE
cg26074603,0.358615957,6.20E-09,6.613022129,KCNC2,1stExon-island,12,75603068,FALSE
cg11552694,0.358510228,4.47E-10,7.11126504,IRX2,TSS1500-island,5,2752149,TRUE
cg02505956,-0.358003457,2.83E-11,-7.609326767,PTPRN2,Body-shore,7,157348266,TRUE
cg20533982,-0.357959819,1.03E-12,-8.180194466,ESYT2,Body-opensea,7,158533927,FALSE
cg02457680,0.357916467,1.10E-17,9.998004668,TDRD10,5'UTR-island,1,154475139,FALSE
cg15031661,0.357703847,6.54E-10,7.041250453,FMN2,1stExon-island,1,240256603,TRUE
cg26246807,0.357612905,4.96E-09,6.657476816,ZIK1,5'UTR-island,19,58095659,FALSE
cg04917226,0.357330773,2.89E-11,7.605533214,TWIST1,TSS1500-island,7,19157839,TRUE
cg03226000,0.357311107,2.85E-09,6.763917077,SLC6A2,TSS200-island,16,55690378,TRUE
cg10094886,-0.357306612,2.30E-10,-7.232588051,PLEKHA6,5'UTR-opensea,1,204301278,FALSE
cg05206884,0.356799829,2.05E-14,8.828365442,SYN3,5'UTR-island,22,33454324,TRUE
cg07588216,-0.356650003,1.01E-10,-7.381886285,ENTPD6,Body-opensea,20,25204045,FALSE
cg04389897,0.356469835,2.33E-08,6.351397445,TFAP2A,3'UTR-island,6,10398601,TRUE
cg01452847,0.356361716,2.45E-14,8.800464217,MIR196A1,TSS1500-island,17,46711341,TRUE
cg13899017,0.355596232,1.26E-09,6.917700082,CADM3,Body-island,1,159158444,TRUE
cg08055087,-0.35532667,4.23E-16,-9.442536559,RREB1,TSS1500-island,6,7107129,TRUE
cg25527090,0.355295831,9.75E-16,9.309160098,VAX1,Body-island,10,118894180,FALSE
cg23367358,-0.354803275,2.78E-11,-7.612351605,FHL2,5'UTR-opensea,2,106043523,TRUE
cg01288184,-0.354772456,2.08E-09,-6.824898865,CABLES1,Body-opensea,18,20811408,TRUE
cg25691167,0.354363997,1.50E-11,7.72149649,FERD3L,1stExon-island,7,19184961,FALSE
cg01513078,-0.354356607,4.74E-11,-7.51706407,AHNAK2,Body-opensea,14,105437094,FALSE
cg16291048,-0.354250309,4.09E-12,-7.947535127,S100A6,Body-shore,1,153507498,TRUE
cg20968743,-0.354194345,4.33E-12,-7.938443949,TSPAN18,5'UTR-opensea,11,44883965,FALSE
cg20938802,-0.353979927,1.54E-11,-7.715968345,GPR98,Body-shelf,5,89858378,FALSE
cg10364040,0.353498789,3.90E-11,7.551814138,HOXD10,TSS1500-island,2,176981064,TRUE
cg20129213,0.353492847,4.94E-08,6.20033626,RIMS2,TSS1500-island,8,104512317,TRUE
cg04255391,-0.353373742,3.30E-11,-7.582418472,PLEC1,Body-shore,8,145008397,FALSE
cg07551060,-0.353293201,6.77E-10,-7.034916521,GRK5,Body-opensea,10,121075316,TRUE
cg15391590,-0.353181089,2.41E-09,-6.795431934,ICK,5'UTR-opensea,6,52913427,FALSE
cg26134895,0.353011441,9.08E-09,6.537890257,FBXL7,TSS200-island,5,15500270,FALSE
cg13775050,-0.353007447,6.13E-08,-6.156306391,CARD16,TSS200-opensea,11,104916075,TRUE
cg20518446,-0.35294421,1.72E-09,-6.860207045,AHNAK,TSS1500-island,11,62315034,TRUE
cg00939495,0.352838577,1.08E-13,8.556508695,DRD5,1stExon-island,4,9783398,TRUE
cg16508480,0.352704055,1.73E-09,6.858983507,ADAMTS16,TSS1500-island,5,5139874,TRUE
cg27144670,-0.352671133,1.41E-14,-8.892253332,TMOD3,Body-opensea,15,52161438,FALSE
cg13780718,-0.352221817,8.76E-10,-6.986700402,ZSWIM1,3'UTR-opensea,20,44513768,FALSE
cg04468741,-0.351951424,1.88E-10,-7.269124178,MICAL2,5'UTR-opensea,11,12181467,TRUE
cg02983090,-0.351621764,4.70E-14,-8.692216,IL21R,TSS1500-opensea,16,27437892,TRUE
cg24425972,-0.351402452,1.16E-11,-7.766563572,GJB2,5'UTR-shore,13,20764859,TRUE
cg06060135,0.35123052,3.96E-11,7.548750462,IRX1,Body-island,5,3596704,TRUE
cg17078686,0.350879329,6.04E-11,7.473928051,POU3F3,TSS200-island,2,105471965,TRUE
cg15653173,0.350768338,7.96E-14,8.606822942,SOX1,1stExon-island,13,112723034,TRUE
cg25923577,0.350738711,9.04E-09,6.538914021,LRRC10B,1stExon-island,11,61276447,FALSE
cg13445796,0.350723568,2.32E-11,7.645029521,DBX1,1stExon-island,11,20181725,FALSE
cg08549335,-0.350494255,2.35E-13,-8.427907796,ZNRF2,Body-opensea,7,30387954,FALSE
cg07317062,0.350273752,8.29E-13,8.217222537,HOXA4,5'UTR-island,7,27170388,TRUE
cg04784672,0.35027048,6.87E-11,7.451010665,LRFN5,5'UTR-shore,14,42077674,FALSE
cg09884146,-0.3501745,4.17E-11,-7.539729272,SPRED2,5'UTR-opensea,2,65593908,TRUE
cg06665622,-0.350057666,1.21E-16,-9.634072216,RCAN2,TSS200-opensea,6,46293571,TRUE
