Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg21834679,0.027720246,5.485209738,0.001713326,15,96891026,,IGR,shore,IGR-shore
cg15331996,0.048910186,5.457321811,0.001907741,10,73848830,SPOCK2,TSS200,shore,TSS200-shore
cg23651502,-0.028207918,-5.447058743,0.00191941,14,61189063,SIX4,Body,island,Body-island
cg00495988,-0.003302702,-5.446653228,0.00191941,2,220348803,SPEG,Body,shore,Body-shore
cg00561739,0.022512241,5.446067607,0.00191941,5,1807733,NDUFS6,Body,opensea,Body-opensea
cg26128977,-0.026812266,-5.444788564,0.00191941,13,50699776,DLEU2,TSS200,island,TSS200-island
cg23613857,0.04040138,5.440405833,0.001925158,14,23356614,REM2,3'UTR,shore,3'UTR-shore
cg09214412,0.089503766,5.438723206,0.001925158,15,93614970,RGMA,Body,shore,Body-shore
cg16149943,-0.014193244,-5.436049217,0.001925446,21,46932082,COL18A1,Body,island,Body-island
cg24420089,0.036300744,5.432995266,0.001929107,11,457304,PTDSS2,Body,shore,Body-shore
cg14915165,-0.009984357,-5.41966649,0.002013703,1,118471929,WDR3,TSS1500,island,TSS1500-island
cg09766856,0.006668734,5.417822496,0.002013703,11,95232457,,IGR,opensea,IGR-opensea
cg08606453,-0.00999966,-5.414001211,0.002024849,12,50222071,NCKAP5L,5'UTR,island,5'UTR-island
cg14854287,-0.009072657,-5.409054959,0.00204609,5,423894,AHRR,Body,shelf,Body-shelf
cg18299835,0.034144069,5.405377628,0.002056596,19,13207445,NFIX,3'UTR,island,3'UTR-island
cg06400119,-0.053204467,-5.401351884,0.002070452,7,158046222,PTPRN2,Body,opensea,Body-opensea
cg10807003,0.008222064,5.393173689,0.002105141,5,71759007,ZNF366,5'UTR,shelf,5'UTR-shelf
cg05329906,-0.007687998,-5.392624833,0.002105141,17,38136614,PSMD3,TSS1500,shore,TSS1500-shore
cg09370702,0.009439602,5.376063664,0.002193589,14,74970002,LTBP2,Body,opensea,Body-opensea
cg24990968,-0.024537626,-5.375443438,0.002193589,12,64784626,C12orf56,TSS1500,island,TSS1500-island
cg18586212,0.0270592,5.373884404,0.002193589,5,146218708,PPP2R2B,Body,opensea,Body-opensea
cg05956521,0.01640911,5.373476931,0.002193589,1,157668115,FCRL3,Body,opensea,Body-opensea
cg12661316,0.008746057,5.369558341,0.002193589,1,7029235,CAMTA1,Body,opensea,Body-opensea
cg24722886,-0.018130966,-5.368470062,0.002193589,11,16916147,PLEKHA7,Body,opensea,Body-opensea
cg08530934,-0.005553821,-5.365193386,0.002193589,7,158236160,PTPRN2,Body,opensea,Body-opensea
cg04117404,0.012860434,5.364541014,0.002193589,5,140819300,PCDHGA4,Body,shore,Body-shore
cg07978738,0.034940998,5.357425513,0.002239856,10,116298339,ABLIM1,Body,opensea,Body-opensea
cg19744587,0.014863241,5.34250156,0.002354207,3,53880376,IL17RB,TSS200,island,TSS200-island
cg19412295,0.061004898,5.341347016,0.002354207,7,90224594,,IGR,shore,IGR-shore
cg25989216,-0.016516979,-5.335612292,0.002390284,5,172359526,ERGIC1,Body,opensea,Body-opensea
cg00910503,-0.013667282,-5.33070581,0.002412934,17,80393666,HEXDC,Body,island,Body-island
cg26660312,0.130849701,5.328278188,0.002412934,7,5271480,WIPI2,3'UTR,shelf,3'UTR-shelf
cg18316621,-0.011811096,-5.325890984,0.002412934,6,144283348,PLAGL1,5'UTR,opensea,5'UTR-opensea
cg07880337,-0.008394928,-5.322303871,0.002412934,3,194304578,,IGR,island,IGR-island
cg04469731,0.066848513,5.321062056,0.002412934,11,129992359,APLP2,Body,shore,Body-shore
cg03621488,-0.026731539,-5.319462154,0.002412934,6,33282016,TAPBP,5'UTR,shore,5'UTR-shore
cg22660171,0.037329307,5.317629713,0.002412934,8,30770617,,IGR,shore,IGR-shore
cg19789021,-0.013286436,-5.316829272,0.002412934,5,95158141,GLRX,Body,opensea,Body-opensea
cg26962002,-0.003226741,-5.309502539,0.002468058,19,54963333,LENG8,Body,shelf,Body-shelf
cg14633721,0.018290196,5.305461508,0.002478383,17,8869864,PIK3R5,TSS1500,shore,TSS1500-shore
cg13851904,0.046697587,5.30457817,0.002478383,1,47899230,MGC12982,Body,island,Body-island
cg03583746,0.028950661,5.297310284,0.002534811,6,1604013,,IGR,shore,IGR-shore
cg04492228,0.044079168,5.294078624,0.002548791,10,8101513,GATA3,Body,shore,Body-shore
cg04995826,-0.009668007,-5.290108158,0.002559786,11,43333458,API5,TSS200,island,TSS200-island
cg09962458,0.005695389,5.28924375,0.002559786,14,72178358,SIPA1L1,Body,opensea,Body-opensea
cg04047726,0.006482594,5.285285944,0.002574253,8,141595439,EIF2C2,Body,opensea,Body-opensea
cg15555335,-0.004153528,-5.28415227,0.002574253,1,20208763,OTUD3,TSS200,shore,TSS200-shore
cg16942595,-0.006966351,-5.271766173,0.002691232,6,149375316,UST,Body,opensea,Body-opensea
cg22690096,0.013926298,5.269661232,0.002691738,10,69774146,HERC4,Body,opensea,Body-opensea
cg17715482,0.013996469,5.26732147,0.002691738,19,3979910,EEF2,Body,shore,Body-shore
cg12866229,0.034497665,5.264546922,0.002691738,4,104640197,TACR3,Body,shore,Body-shore
cg17222645,-0.022211602,-5.26442487,0.002691738,3,197808017,LOC348840,TSS1500,island,TSS1500-island
cg09213165,-0.00262707,-5.259837337,0.002723658,14,101526140,MIR154,Body,opensea,Body-opensea
cg19254514,-0.009480971,-5.254941012,0.002759677,3,187008395,MASP1,Body,opensea,Body-opensea
cg03922748,-0.010767131,-5.245743518,0.002833937,2,220142903,DNAJB2,TSS1500,shore,TSS1500-shore
cg22375689,-0.04745762,-5.245115147,0.002833937,19,34175036,CHST8,5'UTR,shore,5'UTR-shore
cg04309437,-0.00435956,-5.241002977,0.002862348,2,99222280,C2orf64,Body,shelf,Body-shelf
cg15099632,-0.010958586,-5.239256764,0.002862555,1,165738557,TMCO1,TSS1500,shore,TSS1500-shore
cg12319423,0.010742842,5.233573023,0.002879791,6,28555539,SCAND3,TSS1500,shore,TSS1500-shore
cg15397593,-0.001620385,-5.229732196,0.002879791,12,2273119,CACNA1C,Body,opensea,Body-opensea
cg11352190,-0.009820689,-5.229040015,0.002879791,12,45270000,NELL2,Body,island,Body-island
cg15241779,-0.011363696,-5.226582655,0.002879791,12,10459912,KLRD1,TSS1500,opensea,TSS1500-opensea
cg19283806,-0.030251678,-5.226163199,0.002879791,18,66389420,CCDC102B,5'UTR,opensea,5'UTR-opensea
cg15258980,0.049908404,5.225798442,0.002879791,2,68961597,ARHGAP25,TSS1500,opensea,TSS1500-opensea
cg24754199,-0.040007582,-5.224831212,0.002879791,10,559376,DIP2C,Body,opensea,Body-opensea
cg02452966,-0.119223611,-5.222766342,0.002879791,19,39056216,RYR1,Body,island,Body-island
cg10667338,-0.086136468,-5.220987117,0.002879791,19,49617042,LIN7B,TSS1500,shore,TSS1500-shore
cg21522289,-0.038025832,-5.220870834,0.002879791,13,114307448,ATP4B,Body,opensea,Body-opensea
cg12011479,-0.035597722,-5.219576625,0.002879791,19,51873045,CLDND2,TSS1500,shore,TSS1500-shore
cg09345868,-0.032335693,-5.217583739,0.002884054,6,130537970,SAMD3,5'UTR,opensea,5'UTR-opensea
cg26418112,-0.005340783,-5.215015873,0.002884054,1,233431487,PCNXL2,TSS200,island,TSS200-island
cg24634060,0.032146598,5.214474655,0.002884054,3,57112383,ARHGEF3,5'UTR,shore,5'UTR-shore
cg21597487,-0.001267024,-5.210663267,0.002911387,6,170500638,,IGR,opensea,IGR-opensea
cg15627593,0.002737036,5.207282134,0.002918761,17,17457836,PEMT,Body,opensea,Body-opensea
cg11886260,-0.003851008,-5.206963336,0.002918761,14,63451319,KCNH5,Body,opensea,Body-opensea
cg27614319,-0.006781227,-5.200287703,0.002944898,17,35079061,,IGR,shore,IGR-shore
cg22615000,-0.009366454,-5.198924789,0.002944898,22,31741731,PATZ1,1stExon,island,1stExon-island
cg00545966,0.0552118,5.198288911,0.002944898,16,67701244,C16orf86,Body,island,Body-island
cg00418150,0.029745842,5.19517055,0.002944898,11,44327869,ALX4,Body,island,Body-island
cg12780433,-0.020359436,-5.194928308,0.002944898,3,159481918,SCHIP1,Body,island,Body-island
cg03234777,0.051741167,5.194390975,0.002944898,11,118095544,AMICA1,5'UTR,opensea,5'UTR-opensea
cg18199266,-0.012928893,-5.19429522,0.002944898,2,71048136,CLEC4F,TSS1500,opensea,TSS1500-opensea
cg01936977,-0.006610601,-5.190626314,0.002972142,16,1664571,CRAMP1L,TSS200,island,TSS200-island
cg17208360,0.020797607,5.189159911,0.002972209,15,25483088,SNORD115-37,TSS200,opensea,TSS200-opensea
cg24231380,-0.042096834,-5.185623967,0.002995322,2,242813914,C2orf85,Body,shore,Body-shore
cg17715641,0.002293235,5.184412538,0.002995322,19,44002716,PHLDB3,Body,shelf,Body-shelf
cg23282441,0.06570171,5.182733884,0.00299837,10,73533927,C10orf54,TSS1500,shore,TSS1500-shore
cg27335924,0.042845062,5.171171222,0.003128152,19,6588898,CD70,Body,shore,Body-shore
cg10809783,-0.003832469,-5.164677755,0.003180279,6,148784879,SASH1,Body,opensea,Body-opensea
cg13614181,0.040961246,5.163162298,0.003180279,13,42031103,C13orf15,TSS1500,island,TSS1500-island
cg26006951,0.010544077,5.162977338,0.003180279,5,1295988,TERT,TSS1500,shore,TSS1500-shore
cg00158789,0.009533235,5.161201849,0.003185314,17,59534683,TBX4,Body,island,Body-island
cg13781689,-0.00181911,-5.155764982,0.003239584,4,119754819,SEC24D,Body,shelf,Body-shelf
cg06706159,-0.048075444,-5.153159397,0.003240568,19,18260350,MAST3,Body,island,Body-island
cg18200326,0.020697935,5.152936947,0.003240568,16,67282115,FHOD1,TSS1500,island,TSS1500-island
cg01798341,-0.023055022,-5.151543337,0.00324094,17,80842262,TBCD,Body,opensea,Body-opensea
cg16109423,0.033510383,5.146563788,0.003290242,1,38022718,DNALI1,Body,island,Body-island
cg11703632,0.034692096,5.134358823,0.003442425,20,36226699,,IGR,island,IGR-island
cg14957331,0.024330073,5.132300787,0.00345265,2,27370956,TCF23,TSS1500,shelf,TSS1500-shelf
cg02132463,0.051938167,5.129450065,0.003474452,10,13258937,,IGR,opensea,IGR-opensea
cg22877024,0.00921939,5.125365165,0.003514487,5,143021669,,IGR,opensea,IGR-opensea
cg21217270,-0.051271976,-5.123189666,0.00351736,1,25238271,RUNX3,Body,shelf,Body-shelf
cg19964348,0.056725395,5.121463827,0.00351736,10,1781994,,IGR,shore,IGR-shore
cg23400797,-0.00711048,-5.120944766,0.00351736,2,161350410,RBMS1,TSS200,shore,TSS200-shore
cg15145148,-0.013109694,-5.118677462,0.00351736,8,130838513,,IGR,opensea,IGR-opensea
cg14348588,-0.011847062,-5.11861615,0.00351736,9,34523329,ENHO,TSS1500,island,TSS1500-island
cg16571642,-0.019950896,-5.107163769,0.003651952,7,158045996,PTPRN2,Body,opensea,Body-opensea
cg14634687,-0.058379293,-5.106835057,0.003651952,17,47094252,IGF2BP1,Body,shelf,Body-shelf
cg24718838,0.005831819,5.10572663,0.003651952,1,54519450,C1orf83,5'UTR,shore,5'UTR-shore
cg24609530,-0.010062294,-5.101117807,0.0036536,11,18610297,UEVLD,TSS200,island,TSS200-island
cg12758687,0.032597033,5.101008389,0.0036536,11,113346327,DRD2,TSS1500,island,TSS1500-island
cg05166410,0.011810281,5.099723152,0.0036536,4,141543690,TBC1D9,Body,opensea,Body-opensea
cg04011474,-0.022932321,-5.099323484,0.0036536,2,28904455,,IGR,opensea,IGR-opensea
cg13461178,0.022001623,5.099227801,0.0036536,19,4583451,,IGR,shore,IGR-shore
cg13775629,-0.031402751,-5.098088003,0.0036536,10,72360448,PRF1,Body,island,Body-island
cg04704294,-0.074165632,-5.094881853,0.003664737,1,66257822,PDE4B,TSS1500,shore,TSS1500-shore
cg25430094,-0.014738346,-5.094406906,0.003664737,5,42423577,GHR,TSS1500,island,TSS1500-island
cg17403699,0.030316207,5.09367351,0.003664737,7,152622135,,IGR,island,IGR-island
cg26337390,0.008776703,5.089368542,0.003708492,7,150417343,GIMAP1,Body,shore,Body-shore
cg10860002,-0.004743165,-5.088386596,0.003708492,12,110842031,ANAPC7,TSS1500,shore,TSS1500-shore
cg18019659,-0.008192482,-5.086655274,0.003716614,2,206950754,INO80D,1stExon,shore,1stExon-shore
cg06100324,-0.004278622,-5.085244692,0.003719896,16,811347,MSLN,5'UTR,opensea,5'UTR-opensea
cg18404559,0.012385491,5.082499803,0.003743074,7,151322523,PRKAG2,Body,opensea,Body-opensea
cg00193902,0.005165582,5.080864292,0.003743074,7,98579722,TRRAP,Body,shore,Body-shore
cg18716096,-0.005084658,-5.080107784,0.003743074,3,195622524,TNK2,TSS200,island,TSS200-island
cg24685587,-0.018980183,-5.07892304,0.003743074,2,220300568,SPEG,Body,shore,Body-shore
cg24680163,-0.013831395,-5.07694557,0.003743074,3,127842675,RUVBL1,TSS200,island,TSS200-island
cg17160590,-0.016603882,-5.07667777,0.003743074,1,222886778,C1orf58,5'UTR,shore,5'UTR-shore
cg08005122,0.014385287,5.073885204,0.003754459,11,110779637,,IGR,opensea,IGR-opensea
cg11133963,-0.031569432,-5.073632251,0.003754459,17,47297512,ABI3,Body,shore,Body-shore
cg11726229,-0.014468621,-5.072020974,0.003761665,3,97754720,GABRR3,TSS1500,opensea,TSS1500-opensea
cg02895639,0.000142276,-5.070350544,0.003769212,22,48970993,FAM19A5,Body,island,Body-island
cg11592345,0.012646158,5.068292098,0.003769212,11,111956926,TIMM8B,Body,shore,Body-shore
cg23361828,0.045381392,5.06730905,0.003769212,2,239463246,,IGR,opensea,IGR-opensea
cg04353660,-0.002687407,-5.066996947,0.003769212,12,123471054,PITPNM2,Body,island,Body-island
cg18148452,-0.006406472,-5.061309664,0.003841032,10,74856741,P4HA1,TSS200,island,TSS200-island
cg14605961,-0.009625941,-5.054780874,0.003925702,17,80841593,TBCD,Body,opensea,Body-opensea
cg09500475,-0.008035148,-5.05380224,0.003925702,1,46152117,GPBP1L1,5'UTR,island,5'UTR-island
cg22847617,-0.005449822,-5.046722391,0.004023695,15,58282705,ALDH1A2,Body,opensea,Body-opensea
cg00636641,-0.006159667,-5.044520996,0.004035365,9,89561390,GAS1,1stExon,island,1stExon-island
cg24933605,-0.009813973,-5.042931406,0.004035365,2,216177085,ATIC,Body,island,Body-island
cg19564512,-0.035881581,-5.04272352,0.004035365,19,51874939,NKG7,3'UTR,shelf,3'UTR-shelf
cg08838842,-0.024412697,-5.041452612,0.004038388,3,111577634,PHLDB2,TSS1500,shore,TSS1500-shore
cg25055892,-0.022623226,-5.033660879,0.004151245,7,123304073,LMOD2,3'UTR,opensea,3'UTR-opensea
cg04610628,-0.003490721,-5.031791879,0.004151245,7,7606396,MIOS,TSS1500,island,TSS1500-island
cg07686872,0.060336096,5.030584276,0.004151245,7,156794879,,IGR,shore,IGR-shore
cg11002404,-0.00558371,-5.029618521,0.004151245,10,11060038,CUGBP2,5'UTR,island,5'UTR-island
cg05623781,-0.002927172,-5.029324526,0.004151245,13,114807633,RASA3,Body,island,Body-island
cg01971407,-0.021283984,-5.027417468,0.004151245,11,313624,IFITM1,TSS1500,shelf,TSS1500-shelf
cg24247537,0.04062836,5.027268513,0.004151245,11,457278,PTDSS2,Body,shore,Body-shore
cg26245549,-0.028706923,-5.02540801,0.004156451,10,559468,DIP2C,Body,opensea,Body-opensea
cg09117237,-0.021823106,-5.024862111,0.004156451,1,7047820,CAMTA1,Body,opensea,Body-opensea
cg22436229,0.008789223,5.022724179,0.004175208,1,26437241,PDIK1L,TSS1500,shore,TSS1500-shore
cg26020878,0.042659775,5.017716089,0.004180249,1,172352681,DNM3,Body,opensea,Body-opensea
cg16665442,0.036892252,5.017058399,0.004180249,2,60585866,,IGR,opensea,IGR-opensea
cg02854937,0.027668921,5.016415274,0.004180249,1,1079879,,IGR,opensea,IGR-opensea
cg04562391,-0.007444641,-5.015943074,0.004180249,8,29940777,TMEM66,TSS200,shore,TSS200-shore
cg19372578,0.007801809,5.015073053,0.004180249,2,4931004,,IGR,opensea,IGR-opensea
cg18059256,-0.006061955,-5.014866815,0.004180249,10,97732990,,IGR,opensea,IGR-opensea
cg00789328,0.011571986,5.014347744,0.004180249,8,135475206,,IGR,shore,IGR-shore
cg14806083,0.02099113,5.014028501,0.004180249,6,169002120,SMOC2,Body,opensea,Body-opensea
cg02419920,0.036469121,5.012039917,0.004180249,4,48486785,SLC10A4,Body,shore,Body-shore
cg03628682,-0.007018025,-5.011221291,0.004180249,5,72921796,RGNEF,TSS200,island,TSS200-island
cg04726446,0.029938099,5.010148177,0.004180249,2,26624865,C2orf39,1stExon,island,1stExon-island
cg08694699,0.035496101,5.009623155,0.004180249,16,68270282,ESRP2,TSS200,island,TSS200-island
cg00585551,-0.043100454,-5.007679152,0.004180249,16,661116,RAB40C,Body,shelf,Body-shelf
cg25935697,-0.052630255,-5.007562928,0.004180249,3,51853898,,IGR,opensea,IGR-opensea
cg04922566,0.024764556,5.00674501,0.004180249,3,57198244,IL17RD,Body,island,Body-island
cg08258494,-0.001057852,-5.005853876,0.004180249,1,239987344,CHRM3,5'UTR,opensea,5'UTR-opensea
cg01458683,-0.008897526,-5.005203264,0.004180249,13,76112187,COMMD6,TSS200,shore,TSS200-shore
cg25346720,-0.008574715,-5.004340274,0.004180249,7,73184981,CLDN3,TSS1500,island,TSS1500-island
cg17245405,0.016226003,5.002612868,0.00419332,4,653615,PDE6B,Body,shore,Body-shore
cg06261926,-0.0137252,-4.999745602,0.004226236,2,161264607,RBMS1,Body,shore,Body-shore
cg03087372,0.033643657,4.995679335,0.004280483,20,4803035,RASSF2,5'UTR,island,5'UTR-island
cg15582138,-0.001244401,-4.993964476,0.004293821,12,94251169,,IGR,opensea,IGR-opensea
cg18954401,0.021235621,4.992524562,0.004298041,4,81124767,PRDM8,3'UTR,island,3'UTR-island
cg18693412,-0.035870809,-4.99182182,0.004298041,20,42543129,TOX2,TSS1500,island,TSS1500-island
cg14766448,-0.009267391,-4.988475966,0.004328287,3,172171507,,IGR,shelf,IGR-shelf
cg17646820,0.084205003,4.987188723,0.004328287,3,66848679,,IGR,opensea,IGR-opensea
cg21333217,-0.033306322,-4.986995384,0.004328287,3,129277321,PLXND1,Body,opensea,Body-opensea
cg17491365,-0.005976202,-4.986348603,0.004328287,5,109962391,TMEM232,Body,opensea,Body-opensea
cg13950367,-0.004703054,-4.984736455,0.004333374,15,63449913,RPS27L,TSS200,shore,TSS200-shore
cg03830061,0.027235125,4.984085375,0.004333374,6,106441618,,IGR,shore,IGR-shore
cg07611575,0.010892912,4.982625843,0.004333374,16,3593230,NLRC3,Body,opensea,Body-opensea
cg04101050,-0.003494699,-4.982353455,0.004333374,21,40984700,C21orf88,Body,opensea,Body-opensea
cg06074332,-0.016117323,-4.981263578,0.004336417,11,111473729,SIK2,Body,island,Body-island
cg16731157,0.020954896,4.977317404,0.004386625,1,24830054,RCAN3,5'UTR,shore,5'UTR-shore
cg04585389,-0.005058138,-4.976627373,0.004386625,16,1486048,CCDC154,Body,shore,Body-shore
cg04328477,0.033184729,4.973369502,0.004419884,16,68270258,ESRP2,TSS200,island,TSS200-island
cg07021777,-0.006318536,-4.972284511,0.004419884,4,88312416,HSD17B11,1stExon,opensea,1stExon-opensea
cg05021771,0.026457022,4.972024498,0.004419884,2,71129289,VAX2,Body,shore,Body-shore
